Virtual Sensei Lite, (C) Alessandro Timmi, www.virtualsensei.it,
Tracking module version,1.1,
Athlete's name,Alessandro Timmi,
Technique name,kick,
Athlete's weight [kg],75.0,
Athlete's height [cm],186.0,
Athlete's gender,m,
Start mocap data,
Head(X),Head(Y),Head(Z),Head(R11),Head(R12),Head(R13),Head(R21),Head(R22),Head(R23),Head(R31),Head(R32),Head(R33),Neck(X),Neck(Y),Neck(Z),Neck(R11),Neck(R12),Neck(R13),Neck(R21),Neck(R22),Neck(R23),Neck(R31),Neck(R32),Neck(R33),Torso(X),Torso(Y),Torso(Z),Torso(R11),Torso(R12),Torso(R13),Torso(R21),Torso(R22),Torso(R23),Torso(R31),Torso(R32),Torso(R33),L_Shoulder(X),L_Shoulder(Y),L_Shoulder(Z),L_Shoulder(R11),L_Shoulder(R12),L_Shoulder(R13),L_Shoulder(R21),L_Shoulder(R22),L_Shoulder(R23),L_Shoulder(R31),L_Shoulder(R32),L_Shoulder(R33),L_Elbow(X),L_Elbow(Y),L_Elbow(Z),L_Elbow(R11),L_Elbow(R12),L_Elbow(R13),L_Elbow(R21),L_Elbow(R22),L_Elbow(R23),L_Elbow(R31),L_Elbow(R32),L_Elbow(R33),L_Hand(X),L_Hand(Y),L_Hand(Z),L_Hand(R11),L_Hand(R12),L_Hand(R13),L_Hand(R21),L_Hand(R22),L_Hand(R23),L_Hand(R31),L_Hand(R32),L_Hand(R33),R_Shoulder(X),R_Shoulder(Y),R_Shoulder(Z),R_Shoulder(R11),R_Shoulder(R12),R_Shoulder(R13),R_Shoulder(R21),R_Shoulder(R22),R_Shoulder(R23),R_Shoulder(R31),R_Shoulder(R32),R_Shoulder(R33),R_Elbow(X),R_Elbow(Y),R_Elbow(Z),R_Elbow(R11),R_Elbow(R12),R_Elbow(R13),R_Elbow(R21),R_Elbow(R22),R_Elbow(R23),R_Elbow(R31),R_Elbow(R32),R_Elbow(R33),R_Hand(X),R_Hand(Y),R_Hand(Z),R_Hand(R11),R_Hand(R12),R_Hand(R13),R_Hand(R21),R_Hand(R22),R_Hand(R23),R_Hand(R31),R_Hand(R32),R_Hand(R33),L_Hip(X),L_Hip(Y),L_Hip(Z),L_Hip(R11),L_Hip(R12),L_Hip(R13),L_Hip(R21),L_Hip(R22),L_Hip(R23),L_Hip(R31),L_Hip(R32),L_Hip(R33),L_Knee(X),L_Knee(Y),L_Knee(Z),L_Knee(R11),L_Knee(R12),L_Knee(R13),L_Knee(R21),L_Knee(R22),L_Knee(R23),L_Knee(R31),L_Knee(R32),L_Knee(R33),L_Foot(X),L_Foot(Y),L_Foot(Z),L_Foot(R11),L_Foot(R12),L_Foot(R13),L_Foot(R21),L_Foot(R22),L_Foot(R23),L_Foot(R31),L_Foot(R32),L_Foot(R33),R_Hip(X),R_Hip(Y),R_Hip(Z),R_Hip(R11),R_Hip(R12),R_Hip(R13),R_Hip(R21),R_Hip(R22),R_Hip(R23),R_Hip(R31),R_Hip(R32),R_Hip(R33),R_Knee(X),R_Knee(Y),R_Knee(Z),R_Knee(R11),R_Knee(R12),R_Knee(R13),R_Knee(R21),R_Knee(R22),R_Knee(R23),R_Knee(R31),R_Knee(R32),R_Knee(R33),R_Foot(X),R_Foot(Y),R_Foot(Z),R_Foot(R11),R_Foot(R12),R_Foot(R13),R_Foot(R21),R_Foot(R22),R_Foot(R23),R_Foot(R31),R_Foot(R32),R_Foot(R33),Floor_Pt(X),Floor_Pt(Y),Floor_Pt(Z),Floor_Normal(X),Floor_Normal(Y),Floor_Normal(Z)
-0.0129545,0.725716,2.37339,0.944564,0.27006,0.186716,-0.295935,0.946599,0.127953,-0.14219,-0.176116,0.974046,-0.0756351,0.506012,2.41426,0.944564,0.27006,0.186716,-0.295935,0.946599,0.127953,-0.14219,-0.176116,0.974046,-0.147103,0.278265,2.44721,0.938925,0.296597,0.174488,-0.31476,0.945163,0.0871312,-0.139077,-0.136732,0.980797,-0.235397,0.55957,2.43793,0.96393,-0.25821,0.0645444,0.239819,0.737448,-0.631393,0.115434,0.624098,0.772772,-0.486546,0.497086,2.40785,0.279108,-0.25821,-0.924893,-0.561515,0.737448,-0.375329,0.778974,0.624098,0.0608391,-0.573482,0.671986,2.16522,0,0,0,0,0,0,0,0,0,0.0841267,0.452455,2.3906,0.127623,0.779536,0.613218,-0.843526,0.410525,-0.346314,-0.521706,-0.473067,0.709951,0.110433,0.278582,2.28306,-0.525083,0.779536,-0.341484,0.840076,0.410525,-0.354601,-0.136237,-0.473067,-0.870429,-0.0730951,0.572207,2.23544,0,0,0,0,0,0,0,0,0,-0.322938,0.0855042,2.49562,0.993866,0.10859,-0.0209477,-0.0967476,0.761943,-0.640378,-0.0535779,0.638476,0.767774,-0.376412,-0.289708,2.1812,0.993866,0.0677681,0.0873967,-0.0967476,0.915624,0.390222,-0.0535779,-0.396283,0.916564,-0.408751,-0.726638,2.37031,0,0,0,0,0,0,0,0,0,-0.114205,0.01553,2.4647,0.97913,0.0344611,-0.200293,-0.0817832,0.969014,-0.233074,0.186055,0.24459,0.951609,-0.130803,-0.451182,2.34689,0.976186,0.147758,-0.158835,-0.101831,0.958604,0.265911,0.19155,-0.243404,0.950822,-0.194754,-0.866069,2.45224,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0134943,0.720196,2.37504,0.943149,0.276474,0.184465,-0.300796,0.946121,0.119898,-0.141378,-0.168568,0.975498,-0.0776481,0.500656,2.41416,0.943149,0.276474,0.184465,-0.300796,0.946121,0.119898,-0.141378,-0.168568,0.975498,-0.150054,0.272895,2.44484,0.938215,0.300496,0.171614,-0.316972,0.94524,0.0777708,-0.138847,-0.127363,0.98209,-0.237319,0.5546,2.43779,0.963615,-0.263109,0.0471157,0.232134,0.736368,-0.635512,0.132514,0.623326,0.770652,-0.49077,0.493544,2.40293,0.260598,-0.263109,-0.928904,-0.567829,0.736368,-0.367875,0.780807,0.623326,0.0424955,-0.572117,0.670796,2.1592,0,0,0,0,0,0,0,0,0,0.0820228,0.446712,2.39053,0.134344,0.778332,0.613311,-0.841189,0.416723,-0.34459,-0.523787,-0.469617,0.710709,0.109719,0.27329,2.28254,-0.523343,0.778332,-0.346859,0.84383,0.416723,-0.338072,-0.118588,-0.469617,-0.874869,-0.0751443,0.571361,2.24065,0,0,0,0,0,0,0,0,0,-0.326767,0.0803748,2.49097,0.99418,0.0712605,-0.0807993,-0.104074,0.829088,-0.549347,0.027843,0.554559,0.831679,-0.361255,-0.320881,2.22258,0.99418,0.107343,0.00916886,-0.104074,0.934925,0.339242,0.027843,-0.338221,0.940655,-0.411601,-0.759376,2.38121,0,0,0,0,0,0,0,0,0,-0.118153,0.00989526,2.4601,0.978693,0.0256296,-0.203721,-0.0722295,0.971737,-0.224745,0.192203,0.234671,0.952884,-0.1305,-0.458236,2.34704,0.973,0.155665,-0.17041,-0.112365,0.964402,0.239382,0.201607,-0.21377,0.955854,-0.194312,-0.853575,2.43468,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.015061,0.719226,2.38286,0.944632,0.28016,0.17081,-0.299473,0.948863,0.0998667,-0.134097,-0.14549,0.98023,-0.0801226,0.498871,2.41665,0.944632,0.28016,0.17081,-0.299473,0.948863,0.0998667,-0.134097,-0.14549,0.98023,-0.152299,0.270589,2.44362,0.940502,0.299568,0.160345,-0.312983,0.947487,0.0656353,-0.132263,-0.111916,0.984876,-0.240193,0.55214,2.43916,0.959791,-0.277524,0.0422124,0.237922,0.72442,-0.646999,0.148978,0.631027,0.761321,-0.495875,0.488759,2.39948,0.246402,-0.277524,-0.928583,-0.581187,0.72442,-0.370725,0.77557,0.631027,0.0172053,-0.572558,0.669632,2.15811,0,0,0,0,0,0,0,0,0,0.0799478,0.445603,2.39414,0.134629,0.793749,0.593159,-0.844513,0.405044,-0.35034,-0.518337,-0.453764,0.724862,0.108874,0.26415,2.28277,-0.511976,0.793749,-0.328394,0.847696,0.405044,-0.342566,-0.138898,-0.453764,-0.88023,-0.0706695,0.561427,2.23406,0,0,0,0,0,0,0,0,0,-0.329056,0.0771089,2.48529,0.991521,0.0585792,-0.115995,-0.109023,0.86074,-0.497233,0.0707141,0.505663,0.859828,-0.357297,-0.337852,2.24151,0.991521,0.125678,-0.0330354,-0.109023,0.942869,0.314819,0.0707141,-0.308548,0.948576,-0.415852,-0.777146,2.38526,0,0,0,0,0,0,0,0,0,-0.119894,0.00750322,2.45587,0.951128,0.0089777,-0.308665,-0.084066,0.969351,-0.230849,0.297133,0.245515,0.922732,-0.124219,-0.459483,2.3376,0.951128,0.167892,-0.259166,-0.084066,0.948362,0.305847,0.297132,-0.269113,0.916128,-0.19742,-0.87297,2.45493,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.015865,0.716115,2.37977,0.945671,0.281998,0.161799,-0.30169,0.946636,0.113409,-0.121183,-0.156061,0.980285,-0.0813282,0.496362,2.41599,0.945671,0.281998,0.161799,-0.30169,0.946636,0.113409,-0.121183,-0.156061,0.980285,-0.15365,0.268364,2.445,0.941896,0.300159,0.15077,-0.313963,0.946262,0.077549,-0.119391,-0.12038,0.985523,-0.241633,0.549797,2.43631,0.958321,-0.281707,0.0475579,0.243588,0.718703,-0.651253,0.149282,0.635694,0.757369,-0.498947,0.484392,2.39623,0.226559,-0.281707,-0.932369,-0.593968,0.718703,-0.361479,0.771928,0.635694,-0.00449614,-0.568828,0.667598,2.15813,0,0,0,0,0,0,0,0,0,0.0789764,0.442927,2.39567,0.14037,0.803671,0.578281,-0.852289,0.395324,-0.342524,-0.503885,-0.444783,0.740451,0.109422,0.25807,2.28638,-0.503413,0.803671,-0.317315,0.850225,0.395324,-0.347615,-0.153926,-0.444783,-0.882312,-0.0665238,0.555228,2.23259,0,0,0,0,0,0,0,0,0,-0.330715,0.0752809,2.48728,0.991654,0.0722219,-0.106797,-0.11798,0.842357,-0.525848,0.0519833,0.53406,0.843847,-0.365504,-0.330484,2.23002,0.991654,0.128494,-0.0105308,-0.11798,0.937374,0.327736,0.0519833,-0.323758,0.944711,-0.425203,-0.765986,2.38044,0,0,0,0,0,0,0,0,0,-0.121229,0.00545273,2.46073,0.948247,0.00651904,-0.317467,-0.0802224,0.972274,-0.219653,0.307233,0.233753,0.922479,-0.12437,-0.463001,2.3481,0.946542,0.169893,-0.274216,-0.0907389,0.955975,0.279068,0.309555,-0.239267,0.920286,-0.194182,-0.855831,2.44642,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0163056,0.718861,2.38624,0.951138,0.271911,0.146279,-0.28795,0.952154,0.102401,-0.111436,-0.139518,0.983929,-0.0793797,0.497994,2.41861,0.951138,0.271911,0.146279,-0.28795,0.952154,0.102401,-0.111436,-0.139518,0.983929,-0.148294,0.268791,2.44623,0.948096,0.286035,0.138903,-0.298328,0.951333,0.0772372,-0.110051,-0.114667,0.987289,-0.240722,0.548762,2.43733,0.957727,-0.284045,0.0455839,0.245454,0.724188,-0.644441,0.150039,0.628387,0.763294,-0.500469,0.482192,2.39664,0.215522,-0.284045,-0.934275,-0.590386,0.724188,-0.356365,0.777814,0.628387,-0.011618,-0.567086,0.664678,2.15622,0,0,0,0,0,0,0,0,0,0.0819622,0.447226,2.39988,0.123632,0.800513,0.586424,-0.856062,0.384915,-0.34496,-0.501869,-0.459367,0.732877,0.109717,0.255041,2.28721,-0.49908,0.800514,-0.331809,0.852512,0.384915,-0.353642,-0.155377,-0.459367,-0.874551,-0.0641453,0.552028,2.23308,0,0,0,0,0,0,0,0,0,-0.322638,0.0727622,2.4861,0.991871,0.100776,-0.077698,-0.12725,0.782912,-0.60898,-0.00053985,0.613917,0.789371,-0.372337,-0.313342,2.18333,0.991871,0.118474,0.0464407,-0.12725,0.924997,0.358034,-0.000539832,-0.361033,0.932553,-0.427264,-0.742192,2.35072,0,0,0,0,0,0,0,0,0,-0.111778,0.00641283,2.46162,0.9461,0.00921647,-0.323743,-0.0877326,0.969515,-0.228787,0.311765,0.244858,0.918067,-0.116219,-0.460745,2.34364,0.94518,0.168972,-0.279435,-0.093716,0.96008,0.26356,0.312814,-0.222924,0.923283,-0.182956,-0.839941,2.43168,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0176007,0.724159,2.38896,0.955945,0.254172,0.146841,-0.270031,0.957605,0.100369,-0.115105,-0.135599,0.984055,-0.0767669,0.501248,2.42052,0.955945,0.254172,0.146841,-0.270031,0.957605,0.100369,-0.115105,-0.135599,0.984055,-0.141565,0.270901,2.44846,0.952732,0.268968,0.14126,-0.281785,0.95614,0.079952,-0.11356,-0.115978,0.986739,-0.238894,0.549199,2.43985,0.953916,-0.29706,0.0424248,0.252238,0.71721,-0.649604,0.162544,0.630369,0.759088,-0.50024,0.480093,2.39531,0.213244,-0.29706,-0.930743,-0.593667,0.71721,-0.364924,0.775942,0.630369,-0.0234143,-0.566138,0.663554,2.15552,0,0,0,0,0,0,0,0,0,0.08536,0.453296,2.4012,0.105234,0.79087,0.602868,-0.860352,0.376434,-0.343645,-0.498719,-0.482515,0.720041,0.109856,0.253024,2.2851,-0.496639,0.79087,-0.357594,0.855485,0.376434,-0.355588,-0.146614,-0.482515,-0.86353,-0.0628662,0.550547,2.23412,0,0,0,0,0,0,0,0,0,-0.312297,0.0718858,2.48903,0.986668,0.160369,-0.0276956,-0.131882,0.688196,-0.713438,-0.095353,0.707579,0.700171,-0.392383,-0.271789,2.13567,0.986668,0.0836012,0.139628,-0.131882,0.913437,0.38502,-0.095353,-0.398302,0.912284,-0.435346,-0.741214,2.34037,0,0,0,0,0,0,0,0,0,-0.100429,0.00922258,2.46378,0.948148,0.0325087,-0.316163,-0.109326,0.967412,-0.228389,0.298435,0.251112,0.920804,-0.11609,-0.456834,2.3428,0.95059,0.164936,-0.263011,-0.0962582,0.962033,0.255397,0.295149,-0.217461,0.930375,-0.180349,-0.831641,2.42752,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0187846,0.72157,2.38982,0.953911,0.25494,0.158286,-0.272339,0.957003,0.0998755,-0.126018,-0.13838,0.982329,-0.0778734,0.49976,2.42189,0.953911,0.25494,0.158286,-0.272339,0.957003,0.0998755,-0.126018,-0.13838,0.982329,-0.143326,0.269587,2.44999,0.950313,0.271654,0.152003,-0.285406,0.955303,0.0770595,-0.124275,-0.116613,0.985372,-0.239601,0.548332,2.44304,0.954125,-0.293558,0.0588949,0.260412,0.716574,-0.647076,0.147752,0.632729,0.760147,-0.497116,0.478047,2.40316,0.241267,-0.293558,-0.924994,-0.584925,0.716574,-0.37998,0.774373,0.632729,0.00117604,-0.571184,0.657619,2.16543,0,0,0,0,0,0,0,0,0,0.0838541,0.451189,2.40074,0.112816,0.790684,0.60174,-0.859586,0.381427,-0.340037,-0.498382,-0.478885,0.722692,0.10993,0.25251,2.28555,-0.502292,0.790684,-0.35003,0.851372,0.381427,-0.360109,-0.151222,-0.478885,-0.864755,-0.0643419,0.547896,2.23308,0,0,0,0,0,0,0,0,0,-0.314442,0.0711478,2.49191,0.975195,0.218885,-0.0329234,-0.154446,0.566329,-0.809578,-0.158559,0.794582,0.586087,-0.425501,-0.216198,2.08875,0.975195,0.0704535,0.209836,-0.154446,0.895663,0.417053,-0.158559,-0.439117,0.884328,-0.463982,-0.705411,2.32859,0,0,0,0,0,0,0,0,0,-0.103117,0.00768077,2.46427,0.949717,0.0627652,-0.306756,-0.134262,0.966697,-0.217879,0.282864,0.248109,0.926515,-0.133346,-0.457908,2.34477,0.956801,0.154832,-0.246087,-0.0955711,0.966861,0.236741,0.274587,-0.202995,0.939891,-0.193536,-0.833765,2.42369,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0196542,0.720926,2.38978,0.949307,0.254509,0.18449,-0.275356,0.956384,0.0975072,-0.151627,-0.143365,0.977985,-0.078778,0.498753,2.42308,0.949307,0.254509,0.18449,-0.275356,0.956384,0.0975072,-0.151627,-0.143365,0.977985,-0.146091,0.269052,2.45071,0.943943,0.279363,0.175849,-0.294543,0.953314,0.0665961,-0.149035,-0.114658,0.982162,-0.239379,0.548866,2.44844,0.953735,-0.288385,0.0849977,0.275403,0.724602,-0.631748,0.120597,0.625928,0.7705,-0.49506,0.475035,2.41611,0.248226,-0.288385,-0.92478,-0.574778,0.724602,-0.38024,0.779753,0.625928,0.0141077,-0.571643,0.652366,2.17554,0,0,0,0,0,0,0,0,0,0.0818229,0.44864,2.39772,0.136713,0.788264,0.599957,-0.860117,0.394912,-0.322866,-0.491434,-0.471894,0.731989,0.112959,0.252752,2.2858,-0.522377,0.788264,-0.32521,0.834773,0.394912,-0.383664,-0.173999,-0.471894,-0.864315,-0.0680511,0.542011,2.22551,0,0,0,0,0,0,0,0,0,-0.318365,0.0721026,2.49491,0.965103,0.238609,-0.107901,-0.202912,0.420914,-0.884114,-0.165541,0.875156,0.454642,-0.441594,-0.145277,2.04294,0.965103,0.0942303,0.244331,-0.202912,0.858888,0.470254,-0.165541,-0.503421,0.848035,-0.493335,-0.616883,2.31936,0,0,0,0,0,0,0,0,0,-0.108441,0.00659885,2.46176,0.955642,0.0713869,-0.285747,-0.132827,0.970379,-0.201797,0.262877,0.230801,0.936817,-0.142828,-0.460828,2.35059,0.963214,0.135474,-0.232088,-0.0868469,0.974215,0.208235,0.254314,-0.180419,0.950144,-0.194261,-0.830691,2.41908,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0204913,0.720844,2.38975,0.943141,0.257064,0.21071,-0.280519,0.955644,0.089731,-0.178297,-0.143737,0.973422,-0.0801235,0.49916,2.42309,0.943141,0.257064,0.21071,-0.280519,0.955644,0.089731,-0.178297,-0.143737,0.973422,-0.149127,0.269919,2.45041,0.936773,0.286374,0.201101,-0.302866,0.951385,0.0560138,-0.175284,-0.113379,0.977968,-0.239478,0.55068,2.45291,0.954223,-0.278468,0.109148,0.284355,0.731483,-0.619737,0.0927371,0.622405,0.777182,-0.495031,0.474526,2.42808,0.254059,-0.278468,-0.926234,-0.568854,0.731483,-0.375949,0.782215,0.622405,0.027432,-0.573468,0.650152,2.18658,0,0,0,0,0,0,0,0,0,0.0792307,0.447639,2.39328,0.168351,0.782361,0.599641,-0.855331,0.418317,-0.305648,-0.489967,-0.461435,0.739601,0.116975,0.255874,2.28343,-0.542237,0.782361,-0.306417,0.82197,0.418317,-0.386492,-0.174197,-0.461435,-0.869904,-0.0699485,0.539229,2.22338,0,0,0,0,0,0,0,0,0,-0.322268,0.0743459,2.49722,0.946789,0.238577,-0.216038,-0.279728,0.277952,-0.918964,-0.159196,0.930496,0.329898,-0.447764,-0.0718621,2.00776,0.946789,0.146961,0.286345,-0.279728,0.815771,0.506231,-0.159196,-0.559393,0.813472,-0.526634,-0.509665,2.30797,0,0,0,0,0,0,0,0,0,-0.113993,0.00700903,2.45825,0.962669,0.0705869,-0.261317,-0.118086,0.978207,-0.170784,0.243567,0.195266,0.950024,-0.147981,-0.464,2.36423,0.966575,0.12894,-0.221601,-0.0915846,0.980953,0.1713,0.239468,-0.145279,0.959974,-0.195486,-0.825413,2.41775,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0211494,0.724229,2.39026,0.93477,0.265111,0.236467,-0.290163,0.953819,0.0776743,-0.204955,-0.141222,0.96853,-0.0825909,0.503174,2.42299,0.93477,0.265111,0.236467,-0.290163,0.953819,0.0776743,-0.204955,-0.141222,0.96853,-0.154546,0.274729,2.44923,0.927334,0.298641,0.225526,-0.315252,0.948131,0.0407607,-0.201656,-0.108896,0.973384,-0.240316,0.556794,2.45729,0.946648,-0.292994,0.134209,0.310972,0.721176,-0.619033,0.0845845,0.627741,0.773813,-0.494524,0.473287,2.43457,0.26445,-0.292994,-0.918815,-0.569816,0.721176,-0.393973,0.778059,0.627741,0.0237623,-0.576281,0.649451,2.19403,0,0,0,0,0,0,0,0,0,0.075134,0.449555,2.38869,0.175395,0.781069,0.599306,-0.846543,0.430422,-0.313213,-0.502595,-0.452402,0.736702,0.112972,0.26693,2.28026,-0.544756,0.781069,-0.305241,0.82382,0.430422,-0.36886,-0.156723,-0.452402,-0.877935,-0.0730835,0.548297,2.22674,0,0,0,0,0,0,0,0,0,-0.329572,0.0813232,2.49788,0.905681,0.234857,-0.352964,-0.390407,0.137404,-0.910331,-0.165299,0.962269,0.216134,-0.456735,0.00692602,1.97686,0.905681,0.219139,0.362931,-0.390407,0.764857,0.512422,-0.165299,-0.605782,0.77827,-0.572171,-0.395976,2.29596,0,0,0,0,0,0,0,0,0,-0.123431,0.0112444,2.45305,0.968031,0.0825499,-0.236859,-0.116211,0.984434,-0.131855,0.222287,0.155165,0.962555,-0.163162,-0.462558,2.37837,0.971276,0.116731,-0.207355,-0.0916896,0.987714,0.12655,0.21958,-0.103902,0.970046,-0.2059,-0.824185,2.41641,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0231838,0.727439,2.38998,0.932143,0.26665,0.244954,-0.292178,0.953505,0.0738855,-0.213864,-0.140442,0.966715,-0.0849874,0.506438,2.42253,0.932143,0.26665,0.244954,-0.292178,0.953505,0.0738855,-0.213864,-0.140442,0.966715,-0.15791,0.278204,2.44803,0.924171,0.302638,0.233054,-0.318795,0.947207,0.0341553,-0.210414,-0.105862,0.971864,-0.242229,0.560679,2.45833,0.94161,-0.294644,0.162962,0.329926,0.710743,-0.621283,0.0672331,0.638772,0.766453,-0.48776,0.474649,2.4408,0.307693,-0.294644,-0.904715,-0.562285,0.710743,-0.422705,0.767568,0.638772,0.053017,-0.582481,0.647744,2.20451,0,0,0,0,0,0,0,0,0,0.0722539,0.452197,2.38673,0.175742,0.781297,0.598907,-0.839006,0.437115,-0.324037,-0.51496,-0.445539,0.732333,0.109483,0.274461,2.27764,-0.545871,0.781297,-0.302654,0.824665,0.437115,-0.358969,-0.148167,-0.445539,-0.882916,-0.0763282,0.555173,2.2272,0,0,0,0,0,0,0,0,0,-0.333536,0.0853978,2.49693,0.833274,0.222182,-0.50625,-0.521251,0.0105468,-0.853338,-0.184257,0.974948,0.124601,-0.456671,0.0795527,1.9566,0.833274,0.314199,0.454899,-0.521251,0.720715,0.45702,-0.184257,-0.61794,0.764329,-0.618388,-0.291398,2.27465,0,0,0,0,0,0,0,0,0,-0.128128,0.0145417,2.45016,0.969162,0.0953288,-0.227239,-0.121388,0.987186,-0.103578,0.214453,0.127968,0.968315,-0.174019,-0.460691,2.38856,0.973394,0.101749,-0.205307,-0.0863717,0.992838,0.082543,0.212235,-0.0626142,0.975211,-0.211912,-0.830434,2.41187,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.022849,0.727642,2.38182,0.933801,0.266035,0.239241,-0.295767,0.950243,0.097764,-0.201329,-0.162052,0.966026,-0.0845242,0.507347,2.41939,0.933801,0.266035,0.239241,-0.295767,0.950243,0.097764,-0.201329,-0.162052,0.966026,-0.157949,0.279849,2.44934,0.925138,0.304767,0.226346,-0.324521,0.944279,0.054964,-0.196983,-0.124303,0.972495,-0.241948,0.562568,2.45291,0.940713,-0.273148,0.201118,0.3384,0.714958,-0.611817,0.0233256,0.643602,0.765004,-0.484399,0.475352,2.4469,0.332867,-0.273148,-0.902546,-0.557468,0.714958,-0.421976,0.760545,0.643603,0.0857147,-0.586813,0.64687,2.2129,0,0,0,0,0,0,0,0,0,0.0728998,0.452125,2.38587,0.167418,0.785145,0.596254,-0.831679,0.437244,-0.34224,-0.529416,-0.438594,0.726191,0.107706,0.279219,2.2758,-0.538275,0.785145,-0.306279,0.832028,0.437244,-0.34139,-0.134122,-0.438595,-0.88862,-0.0764147,0.56382,2.22993,0,0,0,0,0,0,0,0,0,-0.334221,0.0884276,2.50118,0.699703,0.213306,-0.681847,-0.675508,-0.113201,-0.728611,-0.232603,0.970405,0.0648829,-0.454495,0.152256,1.95402,0.699703,0.44275,0.560702,-0.675508,0.665516,0.317455,-0.232603,-0.600883,0.764745,-0.673354,-0.176719,2.25104,0,0,0,0,0,0,0,0,0,-0.128528,0.0162742,2.45739,0.964534,0.124529,-0.232737,-0.14429,0.987068,-0.0698409,0.22103,0.100946,0.970029,-0.188463,-0.458795,2.4088,0.97171,0.086274,-0.219855,-0.0830855,0.99626,0.023726,0.22108,-0.00478794,0.975244,-0.221052,-0.835122,2.41061,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
-0.0227486,0.727797,2.37774,0.933195,0.272915,0.233796,-0.30323,0.947146,0.104716,-0.19286,-0.168615,0.96663,-0.0858162,0.508923,2.41671,0.933195,0.272915,0.233796,-0.30323,0.947146,0.104716,-0.19286,-0.168615,0.96663,-0.160157,0.281949,2.44845,0.925139,0.308546,0.221162,-0.329403,0.94204,0.0636692,-0.188699,-0.131754,0.973157,-0.243259,0.564981,2.44882,0.942885,-0.251107,0.218892,0.33311,0.715504,-0.614077,-0.00241978,0.651919,0.758284,-0.484702,0.479682,2.44944,0.365042,-0.251106,-0.896487,-0.553769,0.715504,-0.425903,0.748388,0.651919,0.122135,-0.597205,0.650349,2.21879,0,0,0,0,0,0,0,0,0,0.0716266,0.452864,2.38459,0.167626,0.781535,0.600919,-0.826847,0.443394,-0.346015,-0.536867,-0.438867,0.720534,0.106346,0.281604,2.27339,-0.546338,0.781535,-0.301192,0.826061,0.443394,-0.347887,-0.138339,-0.438867,-0.887839,-0.0815486,0.5657,2.22582,0,0,0,0,0,0,0,0,0,-0.337356,0.0915982,2.50118,0.530729,0.209748,-0.821177,-0.793983,-0.21592,-0.568304,-0.296509,0.953616,0.0519408,-0.457512,0.21529,1.95489,0.530729,0.579285,0.618672,-0.793983,0.595199,0.123814,-0.296509,-0.556927,0.775831,-0.714442,-0.0486974,2.2019,0,0,0,0,0,0,0,0,0,-0.131639,0.0183509,2.45922,0.958541,0.151682,-0.241229,-0.175474,0.981205,-0.0802871,0.224517,0.119288,0.967142,-0.204652,-0.453956,2.4018,0.971171,0.0721832,-0.227193,-0.0730644,0.997317,0.00454004,0.226911,0.0121906,0.973839,-0.232909,-0.844373,2.39702,0,0,0,0,0,0,0,0,0,0,-0.964938,0.349188,0.00512439,0.999986,-0.000976459
